date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-07,16.64,16.64,16.64,16.64,1137.36,1.51,9.98,13.876,13.876,13.876,492.92,492.92,492.92,0.28
2017-12-06,15.13,15.13,15.13,15.13,669.8,1.38,10.04,13.185,13.185,13.185,331.81,331.81,331.81,0.16
2017-12-05,13.75,13.75,13.75,13.75,385.83,1.25,10.0,12.537,12.537,12.537,219.14,219.14,219.14,0.09
2017-12-04,12.5,12.5,12.5,12.5,117.6,1.14,10.04,11.93,11.93,11.93,135.8,135.8,135.8,0.03
2017-12-01,9.47,11.36,11.36,9.47,154.0,3.47,43.98,11.36,11.36,11.36,154.0,154.0,154.0,0.04
