date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-07,24.3,25.58,25.58,24.3,24767.43,2.33,10.02,24.1,24.586,26.728,9220.77,8306.7,9626.72,8.47
2017-12-06,22.57,23.26,23.25,22.38,5895.0,0.69,3.06,23.94,24.638,26.97,5736.62,6295.96,8736.15,2.02
2017-12-05,24.35,24.49,22.56,22.33,7273.43,-1.55,-6.43,24.374,24.966,27.308,6677.02,6307.14,8803.17,2.49
2017-12-04,25.08,25.08,24.11,24.02,4002.0,-0.89,-3.56,24.798,25.398,27.675,6658.86,6120.8,8674.65,1.37
2017-12-01,24.78,25.2,25.0,24.77,4166.0,0.22,0.89,24.818,25.697,27.972,7640.83,6550.1,8707.61,1.43
2017-11-30,24.91,25.39,24.78,24.75,7346.66,-0.64,-2.52,25.072,25.974,28.197,7392.63,7691.53,8693.36,2.51
2017-11-29,24.52,26.33,25.42,24.04,10597.0,0.74,3.0,25.336,26.528,28.435,6855.3,7941.49,8585.28,3.63
2017-11-28,24.19,24.71,24.68,23.88,7182.66,0.47,1.94,25.558,27.139,28.669,5937.27,9202.55,8335.05,2.87
2017-11-27,26.24,26.3,24.21,23.75,8911.84,-2.06,-7.84,25.998,27.868,28.923,5582.73,10641.05,8257.07,3.56
2017-11-24,26.24,26.39,26.27,26.03,2925.0,0.17,0.65,26.576,28.476,29.185,5459.37,10512.14,8412.29,1.17
2017-11-23,26.48,26.73,26.1,26.01,4660.0,-0.43,-1.62,26.876,28.869,29.439,7990.42,10946.74,8617.5,1.86
2017-11-22,26.58,26.96,26.53,26.5,6006.83,-0.35,-1.3,27.72,29.302,29.724,9027.68,11176.34,8731.78,2.4
2017-11-21,27.1,27.27,26.88,26.66,5410.0,-0.22,-0.81,28.72,29.649,29.982,12467.83,11299.2,8818.06,2.16
2017-11-20,27.5,27.7,27.1,26.5,8295.0,-0.67,-2.41,29.738,29.951,30.208,15699.36,11228.5,9021.68,3.32
2017-11-17,30.49,30.49,27.77,27.7,15580.29,-2.55,-8.41,30.376,30.246,30.433,15564.92,10865.13,9119.4,6.23
2017-11-16,31.0,31.19,30.32,30.26,9846.29,-1.21,-3.84,30.862,30.419,30.607,13903.06,9695.2,8784.08,3.94
2017-11-15,31.3,31.97,31.53,30.75,23207.59,-0.44,-1.38,30.884,30.342,30.634,13324.99,9229.07,9047.07,9.28
