date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-07,23.75,25.49,24.64,23.26,68758.91,1.41,6.07,23.646,24.776,28.6,40786.62,37046.42,58066.56,19.63
2017-12-06,22.5,23.24,23.23,22.35,35788.58,0.88,3.94,23.744,25.091,29.027,33025.89,33953.27,54665.69,10.22
2017-12-05,22.84,23.11,22.35,22.18,28762.44,-0.44,-1.93,24.098,25.626,29.373,34487.0,34662.65,52890.32,8.21
2017-12-04,24.88,25.0,22.79,22.78,42793.46,-2.43,-9.63,24.85,26.231,29.626,34127.2,37591.68,51461.14,12.22
2017-12-01,25.12,25.35,25.22,24.66,27829.7,0.09,0.36,25.46,26.85,29.732,32836.02,38846.44,49326.07,7.95
2017-11-30,25.09,25.54,25.13,24.88,29955.29,0.13,0.52,25.906,27.343,29.603,33306.22,43221.61,47939.21,8.55
2017-11-29,26.06,26.12,25.0,24.5,43094.13,-1.11,-4.25,26.438,28.132,29.377,34880.65,47244.75,46444.19,12.31
2017-11-28,25.84,26.3,26.11,25.8,26963.4,0.27,1.04,27.154,29.171,29.063,34838.3,53687.8,44292.57,7.7
2017-11-27,27.3,27.6,25.84,25.81,36337.56,-1.61,-5.87,27.612,30.134,28.608,41056.15,65455.47,42949.37,10.38
2017-11-24,27.77,28.5,27.45,27.3,30180.7,-0.34,-1.22,28.24,31.52,28.754,44856.85,81864.4,43297.36,8.62
2017-11-23,28.26,28.79,27.79,27.62,37827.47,-0.79,-2.76,28.78,32.424,28.826,53137.01,79086.69,44026.07,10.8
2017-11-22,28.24,28.88,28.58,27.6,42882.36,0.18,0.63,29.826,32.962,28.887,59608.85,75378.12,44390.69,12.25
2017-11-21,28.8,28.98,28.4,27.21,58052.68,-0.58,-2.0,31.188,33.119,28.906,72537.31,71117.98,44484.96,16.58
2017-11-20,29.62,29.69,28.98,27.8,55341.06,-1.17,-3.88,32.656,33.02,28.94,89854.79,65330.6,43580.44,15.8
2017-11-17,33.09,33.58,30.15,29.9,71581.46,-2.87,-8.69,34.8,32.614,28.937,118871.95,59805.7,42740.4,20.44
2017-11-16,34.2,34.96,33.02,32.71,70186.68,-2.37,-6.7,36.068,31.864,28.844,105036.38,52656.81,40521.86,20.04
2017-11-15,34.5,36.15,35.39,32.7,107524.66,-0.35,-0.98,36.098,30.621,28.496,91147.38,45643.63,38049.79,30.7
2017-11-14,38.0,38.3,35.74,35.73,144640.08,-3.96,-9.97,35.05,28.954,27.869,69698.65,34897.33,31733.89,41.3
2017-11-13,38.98,40.11,39.7,37.68,200426.88,3.21,8.8,33.384,27.082,27.082,40806.42,20443.27,20443.27,57.23
2017-11-10,36.49,36.49,36.49,36.49,2403.62,3.32,10.01,30.428,25.68,25.68,739.44,445.09,445.09,0.69
2017-11-09,33.17,33.17,33.17,33.17,741.67,3.02,10.02,27.66,24.329,24.329,277.24,200.28,200.28,0.21
2017-11-08,30.15,30.15,30.15,30.15,281.01,2.74,10.0,25.144,23.066,23.066,139.88,122.94,122.94,0.08
2017-11-07,27.41,27.41,27.41,27.41,178.92,2.49,9.99,22.858,21.885,21.885,96.01,96.59,96.59,0.05
2017-11-06,24.92,24.92,24.92,24.92,92.0,2.27,10.02,20.78,20.78,20.78,80.12,80.12,80.12,0.03
2017-11-03,22.65,22.65,22.65,22.65,92.58,2.06,10.01,19.745,19.745,19.745,77.16,77.16,77.16,0.03
2017-11-02,20.59,20.59,20.59,20.59,54.88,1.87,9.99,18.777,18.777,18.777,72.01,72.01,72.01,0.02
2017-11-01,18.72,18.72,18.72,18.72,61.67,1.7,9.99,17.87,17.87,17.87,80.58,80.58,80.58,0.02
2017-10-31,14.18,17.02,17.02,14.18,99.49,5.2,43.99,17.02,17.02,17.02,99.49,99.49,99.49,0.03
