date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-07,22.26,23.03,22.42,22.26,47910.95,0.44,2.0,22.3,24.324,29.305,65220.71,72493.22,94873.36,14.37
2017-12-06,21.74,22.45,21.98,21.39,45491.95,0.6,2.81,22.574,24.983,29.964,71663.79,77564.52,99768.72,13.64
2017-12-05,22.8,23.19,21.38,21.02,63683.72,-1.92,-8.24,23.414,25.597,30.603,78654.2,84995.17,103657.56,19.1
2017-12-04,22.51,23.95,23.3,22.49,88860.14,0.88,3.92,24.374,26.549,31.271,84505.05,80819.2,107008.22,26.65
2017-12-01,23.65,23.65,22.42,22.3,80156.78,-1.37,-5.76,25.184,27.652,31.827,82989.55,80090.2,109359.28,24.04
2017-11-30,26.15,26.5,23.79,23.68,80126.34,-2.39,-9.13,26.348,29.224,32.461,79765.73,87399.16,114790.09,24.03
2017-11-29,25.99,26.48,26.18,25.1,80444.0,0.0,0.0,27.392,30.802,33.025,83465.26,94262.98,119716.55,24.13
2017-11-28,27.4,27.4,26.18,25.51,92937.98,-1.17,-4.28,27.78,31.781,33.411,91336.15,97518.72,124234.75,27.88
2017-11-27,27.98,28.68,27.35,26.95,81282.64,-0.89,-3.15,28.724,32.737,33.643,77133.35,100317.04,125263.98,24.38
2017-11-24,29.15,29.15,28.24,26.5,64037.68,-0.77,-2.65,30.12,33.609,33.766,77190.85,107853.81,123722.77,19.21
2017-11-23,27.75,29.08,29.01,27.5,98624.02,0.89,3.17,32.1,34.285,33.853,95032.6,117253.51,123137.12,29.58
2017-11-22,27.81,29.6,28.12,27.81,119798.42,-2.78,-9.0,34.212,34.944,33.927,105060.7,121972.91,123694.67,35.93
2017-11-21,34.0,34.2,30.9,30.9,21924.0,-3.43,-9.99,35.782,35.608,34.0,103701.29,122319.94,121737.27,6.58
2017-11-20,37.44,38.16,34.33,34.33,81570.13,-3.81,-9.99,36.75,35.992,33.915,123500.73,133197.25,125011.57,24.47
2017-11-17,40.0,40.0,38.14,36.0,153246.41,-1.43,-3.61,37.098,36.002,33.612,138516.76,138628.37,123512.47,45.96
2017-11-16,35.96,39.57,39.57,35.05,148764.52,3.6,10.01,36.47,35.697,33.014,139474.41,142181.02,117015.76,44.62
2017-11-15,36.35,36.55,35.97,34.92,113001.4,0.23,0.64,35.676,35.247,32.398,138885.11,145170.11,110379.3,33.89
2017-11-14,36.5,36.7,35.74,35.51,120921.18,-0.33,-0.92,35.434,35.04,32.0,140938.6,150950.78,105755.12,36.27
2017-11-13,34.99,36.9,36.07,34.55,156650.31,1.07,3.06,35.234,34.548,31.618,142893.77,150210.92,101165.46,46.99
2017-11-10,35.93,36.56,35.0,34.06,158034.66,-0.6,-1.69,34.906,33.922,31.228,138739.98,139591.73,94835.72,47.4
2017-11-09,34.2,35.89,35.6,34.0,145818.02,0.84,2.42,34.924,33.421,30.892,144887.62,129020.74,88142.93,43.74
2017-11-08,35.0,35.1,34.76,34.02,123268.81,0.02,0.06,34.818,32.909,30.525,151455.11,125416.44,82403.18,36.97
2017-11-07,34.25,35.64,34.74,33.1,130697.03,0.31,0.9,34.646,32.392,30.211,160962.97,121154.6,80049.61,39.2
2017-11-06,35.2,35.2,34.43,33.62,135881.36,-0.66,-1.88,33.862,31.838,29.874,157528.07,116825.89,77522.14,40.76
2017-11-03,34.99,36.44,35.09,33.36,188772.88,0.02,0.06,32.938,31.221,29.471,140443.49,108396.58,71448.54,56.62
2017-11-02,34.58,35.3,35.07,32.99,178655.48,1.17,3.45,31.918,30.331,29.038,113153.87,91850.49,63263.7,53.59
2017-11-01,30.63,33.9,33.9,30.28,170808.08,3.08,9.99,31.0,29.549,28.642,99377.77,75588.49,57259.79,51.23
2017-10-31,30.1,31.0,30.82,29.0,113522.53,1.01,3.39,30.138,28.959,28.263,81346.24,60559.46,49809.98,34.05
2017-10-30,30.0,30.41,29.81,29.15,50458.49,-0.18,-0.6,29.814,28.687,28.057,76123.7,52120.0,46331.26,15.13
2017-10-27,30.25,30.52,29.99,29.7,52324.75,-0.49,-1.61,29.504,28.534,27.918,76349.66,50079.7,45925.32,15.69
2017-10-26,27.31,30.54,30.48,27.3,109774.99,0.89,3.01,28.744,28.362,27.788,70547.12,47265.13,46386.76,32.93
2017-10-25,28.99,29.59,29.59,28.7,80650.45,0.39,1.34,28.098,28.14,27.592,51799.21,39389.93,42213.89,24.19
2017-10-24,28.4,29.5,29.2,27.92,87409.84,0.94,3.33,27.78,28.029,27.475,39772.67,38944.61,40376.35,26.22
2017-10-23,26.17,28.53,28.26,26.15,51588.29,2.07,7.9,27.56,27.909,27.382,28116.3,38218.4,38353.06,15.47
2017-10-20,27.12,27.47,26.19,26.12,23312.03,-1.06,-3.89,27.564,27.721,27.273,23809.73,34500.51,37169.44,6.99
2017-10-19,28.05,28.05,27.25,27.25,16035.46,-0.75,-2.68,27.98,27.744,27.268,23983.13,34676.91,38162.78,4.81
2017-10-18,27.79,28.29,28.0,27.67,20517.75,-0.1,-0.36,28.182,27.735,27.273,26980.64,38931.1,39859.42,6.15
2017-10-17,28.24,28.75,28.1,27.89,29127.96,-0.18,-0.64,28.278,27.566,27.245,38116.55,39060.51,42876.46,8.74
2017-10-16,28.2,28.4,28.28,27.65,30055.46,0.01,0.04,28.258,27.426,27.25,48320.51,40542.52,47988.73,9.01
2017-10-13,28.12,28.47,28.27,28.09,24179.03,0.01,0.04,27.878,27.301,27.306,45191.29,41770.94,53816.03,7.25
2017-10-12,28.48,28.68,28.26,28.1,31023.0,-0.22,-0.77,27.508,27.214,27.311,45370.68,45508.39,57969.69,9.31
2017-10-11,28.18,28.88,28.48,27.84,76197.28,0.48,1.71,27.288,27.044,27.304,50881.55,45037.84,63026.16,22.85
2017-10-10,26.37,28.99,28.0,26.2,80147.78,1.62,6.14,26.854,26.921,27.225,40004.48,41808.1,65505.59,24.04
2017-10-09,26.7,26.97,26.38,26.2,14409.35,-0.04,-0.15,26.594,26.854,27.048,32764.52,38487.71,64946.6,4.32
2017-09-29,26.92,27.25,26.42,26.38,25076.0,-0.74,-2.73,26.724,26.824,26.936,38350.59,39838.37,68151.06,7.52
2017-09-28,26.04,27.35,27.16,25.01,58577.35,0.85,3.23,26.92,26.791,26.78,45646.1,41648.65,69250.62,17.57
2017-09-27,26.65,26.98,26.31,26.01,21811.9,-0.39,-1.46,26.8,26.81,26.606,39194.13,40787.74,69110.76,6.54
2017-09-26,26.9,27.53,26.7,26.3,43948.0,-0.33,-1.22,26.988,26.924,26.465,43611.72,46692.41,72635.5,13.18
2017-09-25,27.48,27.9,27.03,26.89,42339.68,-0.37,-1.35,27.114,27.073,26.371,44210.89,55434.95,79080.22,12.7
2017-09-22,26.4,27.61,27.4,26.32,61553.59,0.84,3.16,26.924,27.31,26.243,41326.16,65861.13,84489.97,18.46
2017-09-21,27.25,27.44,26.56,26.5,26317.5,-0.69,-2.53,26.662,27.408,25.985,37651.2,70430.98,85774.14,7.89
2017-09-20,27.06,27.59,27.25,26.8,43899.85,-0.08,-0.29,26.82,27.563,25.668,42381.36,81014.49,86052.21,13.17
2017-09-19,26.3,27.4,27.33,26.07,46943.85,1.25,4.79,26.86,27.529,25.347,49773.09,89203.08,86461.07,14.08
2017-09-18,26.35,26.49,26.08,25.81,27916.01,-0.01,-0.04,27.032,27.242,24.992,66659.0,91405.49,85263.63,8.37
2017-09-15,27.29,27.29,26.09,26.0,43178.79,-1.26,-4.61,27.696,27.047,24.712,90396.1,96463.74,85377.98,12.95
2017-09-14,27.43,27.6,27.35,26.84,49968.28,-0.1,-0.36,28.154,26.768,24.439,103210.76,96852.6,85013.19,14.99
2017-09-13,27.57,28.25,27.45,27.02,80858.53,-0.74,-2.62,28.306,26.401,24.074,119647.62,97433.77,83600.64,24.25
2017-09-12,30.0,30.0,28.19,26.9,131373.41,-1.21,-4.12,28.198,26.005,23.702,128633.07,98578.59,80602.23,39.4
2017-09-11,28.8,29.43,29.4,28.02,146601.48,1.02,3.59,27.452,25.669,23.284,116151.98,102725.49,75151.12,43.97
2017-09-08,28.32,29.52,28.38,27.3,107252.08,0.27,0.96,26.398,25.175,22.795,102531.39,103118.8,68749.35,32.17
2017-09-07,27.47,28.57,28.11,26.34,132152.58,1.2,4.46,25.382,24.561,22.346,90494.44,101117.3,64919.04,39.64
2017-09-06,24.24,26.91,26.91,23.95,125785.78,2.45,10.02,24.496,23.772,21.958,75219.93,91089.94,60825.36,37.73
2017-09-05,23.84,24.62,24.46,23.71,68968.0,0.33,1.37,23.812,23.164,21.662,68524.11,83719.06,59474.51,20.69
2017-09-04,23.4,24.4,24.13,22.81,78498.5,0.83,3.56,23.886,22.742,21.411,89298.99,79121.76,57490.84,23.54
2017-09-01,23.59,23.59,23.3,23.09,47067.33,-0.38,-1.6,23.952,22.376,21.154,103706.22,74292.21,54254.81,14.12
2017-08-31,23.37,24.17,23.68,23.35,55780.02,0.19,0.81,23.74,22.11,20.935,111740.15,73173.78,52987.16,16.73
2017-08-30,23.91,24.4,23.49,23.31,92306.68,-1.34,-5.4,23.048,21.747,20.719,106959.95,69767.5,52303.29,27.69
2017-08-29,25.0,26.36,24.83,23.98,172842.44,0.37,1.51,22.516,21.398,20.481,98914.01,62625.86,48802.62,51.84
2017-08-28,22.3,24.46,24.46,22.1,150534.62,2.22,9.98,21.598,20.898,20.201,68944.52,47576.75,41640.86,45.15
2017-08-25,20.22,22.24,22.24,19.91,87237.0,2.02,9.99,20.8,20.415,19.907,44878.2,34379.89,34968.24,26.17
