date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-07,24.14,26.55,25.5,23.8,48994.76,1.36,5.63,24.626,24.83,26.481,27243.39,24946.55,31577.35,20.98
2017-12-06,23.6,24.49,24.14,23.0,17531.68,1.11,4.82,24.728,24.721,26.876,23881.44,21900.25,35341.67,7.51
2017-12-05,24.51,24.78,23.03,22.6,21571.87,-1.3,-5.34,24.958,24.882,27.284,25444.95,22171.44,37386.95,9.24
2017-12-04,25.95,25.95,24.33,24.18,28666.77,-1.8,-6.89,25.384,25.139,27.6,26526.43,22758.37,38159.12,12.28
2017-12-01,25.81,26.4,26.13,25.52,19451.87,0.12,0.46,25.378,25.315,27.874,23521.82,22558.69,38179.32,8.33
2017-11-30,25.37,26.5,26.01,25.25,32184.99,0.72,2.85,25.034,25.24,28.043,22649.71,24241.29,39086.63,13.78
2017-11-29,25.01,25.3,25.29,24.62,25349.25,0.13,0.52,24.714,25.445,28.256,19919.07,25293.18,40249.15,10.86
2017-11-28,24.49,25.5,25.16,24.31,26979.27,0.86,3.54,24.806,25.886,28.486,18897.93,27181.06,41121.58,11.55
2017-11-27,24.25,24.85,24.3,24.1,13643.74,-0.11,-0.45,24.894,26.581,28.713,18990.31,29077.86,41554.92,5.84
2017-11-24,24.39,24.93,24.41,24.26,15091.32,0.0,0.0,25.252,27.336,28.971,21595.55,32835.09,43601.15,6.46
2017-11-23,25.88,25.88,24.41,24.35,18531.75,-1.34,-5.2,25.446,28.132,29.305,25832.86,38208.16,45628.89,7.94
2017-11-22,25.8,26.2,25.75,25.32,20243.56,0.15,0.59,26.176,29.03,29.68,30667.3,48783.09,49430.62,8.67
2017-11-21,25.77,26.14,25.6,24.86,27441.16,-0.49,-1.88,26.966,29.685,30.122,35464.18,52602.45,53023.87,11.75
2017-11-20,25.41,26.68,26.09,24.83,26669.98,0.71,2.8,28.268,30.061,30.628,39165.42,53559.88,56717.54,11.42
2017-11-17,28.33,28.35,25.38,25.31,36277.87,-2.68,-9.55,29.42,30.432,31.308,44074.63,53799.95,63970.47,15.54
2017-11-16,29.53,30.13,28.06,27.88,42703.92,-1.64,-5.52,30.818,30.845,31.956,50583.45,53931.97,62951.17,18.29
2017-11-15,31.96,31.96,29.7,29.67,44227.98,-2.41,-7.5,31.884,31.066,32.296,66898.88,55205.12,61024.39,18.94
2017-11-14,31.51,32.32,32.11,31.21,45947.36,0.26,0.82,32.404,31.085,32.395,69740.73,55062.11,58898.46,19.68
2017-11-13,32.47,32.94,31.85,31.35,51216.04,-0.52,-1.61,31.854,30.845,32.229,67954.34,54031.97,56711.26,21.93
2017-11-10,32.8,33.29,32.37,32.2,68821.93,-1.02,-3.06,31.444,30.605,31.946,63525.27,54367.22,54190.53,29.47
2017-11-09,31.7,34.85,33.39,31.5,124281.1,1.09,3.38,30.872,30.477,31.517,57280.5,53049.62,50790.89,53.23
