date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2017-12-07,34.72,36.24,35.9,34.41,16532.13,1.15,3.31,35.428,36.553,40.418,13880.34,13153.96,21275.52,6.2
2017-12-06,33.8,34.97,34.75,33.54,10184.37,1.02,3.02,35.672,36.937,40.921,12634.31,12983.96,21638.75,3.82
2017-12-05,34.79,35.49,33.73,33.36,12650.69,-1.27,-3.63,36.116,37.582,41.454,13615.22,13664.95,23215.12,4.74
2017-12-04,37.66,37.66,35.0,34.6,19999.08,-2.76,-7.31,36.974,38.362,41.971,13467.66,14296.75,23411.95,7.5
2017-12-01,37.12,37.98,37.76,37.08,10035.42,0.64,1.72,37.392,39.073,42.441,12350.29,14098.97,23229.05,3.76
2017-11-30,37.0,37.82,37.12,36.8,10302.01,0.15,0.41,37.678,39.491,42.732,12427.58,17142.07,23396.78,3.86
2017-11-29,37.99,37.99,36.97,36.19,15088.88,-1.05,-2.76,38.202,40.439,43.076,13333.6,19482.93,23883.24,5.66
2017-11-28,37.09,38.13,38.02,37.07,11912.9,0.93,2.51,39.048,41.587,43.401,13714.68,22907.59,23957.63,4.47
2017-11-27,38.44,39.32,37.09,37.0,14412.22,-2.1,-5.36,39.75,42.428,43.655,15125.83,24407.93,23991.6,5.4
2017-11-24,39.2,40.3,39.19,39.08,10421.88,-0.55,-1.38,40.754,43.474,43.926,15847.66,26123.53,24930.81,3.91
2017-11-23,40.85,41.33,39.74,39.41,14832.1,-1.46,-3.54,41.304,44.283,44.302,21856.56,29397.09,25875.26,5.56
2017-11-22,41.29,41.96,41.2,40.6,16994.31,-0.33,-0.8,42.676,44.905,44.738,25632.27,30293.54,26597.68,6.37
2017-11-21,42.02,43.11,41.53,40.5,18968.66,-0.58,-1.38,44.126,45.325,45.059,32100.5,32765.29,26733.89,7.11
2017-11-20,41.72,42.5,42.11,39.68,18021.35,0.17,0.41,45.106,45.58,45.326,33690.03,32527.15,27037.31,6.76
2017-11-17,45.71,45.8,41.94,41.94,40466.4,-4.66,-10.0,46.194,45.808,45.648,36399.39,32359.13,27402.81,15.17
2017-11-16,48.45,49.0,46.6,46.51,33710.65,-1.85,-3.82,47.262,45.972,45.901,36937.61,29651.49,26254.09,12.64
2017-11-15,46.0,49.94,48.45,45.89,49335.42,2.02,4.35,47.134,45.712,45.918,34954.8,28283.55,25635.8,18.5
2017-11-14,47.2,47.48,46.43,45.8,26916.33,-1.12,-2.35,46.524,45.215,45.876,33430.08,25007.66,24906.37,10.09
2017-11-13,47.6,47.75,47.55,46.42,31568.17,0.27,0.57,46.054,44.881,46.022,31364.27,23575.28,25806.95,11.84
2017-11-10,45.45,47.87,47.28,45.45,43157.46,1.32,2.87,45.422,44.378,46.05,28318.87,23738.08,25997.42,16.18
2017-11-09,44.9,45.98,45.96,44.76,23796.62,0.56,1.23,44.682,44.32,46.088,22365.37,22353.44,25146.86,8.92
2017-11-08,44.33,46.58,45.4,44.08,41711.8,1.32,3.0,44.29,44.571,46.15,21612.3,22901.82,25434.28,15.64
2017-11-07,44.41,44.5,44.08,43.11,16587.29,-0.31,-0.7,43.906,44.792,46.292,16585.25,20702.5,25554.74,6.22
2017-11-06,44.04,44.88,44.39,43.85,16341.19,0.81,1.86,43.708,45.072,46.63,15786.28,21547.47,27230.28,6.13
2017-11-03,43.67,44.25,43.58,43.35,13389.95,-0.42,-0.95,43.334,45.488,46.849,19157.29,22446.48,28150.61,5.02
2017-11-02,43.69,44.27,44.0,42.83,20031.26,0.52,1.2,43.958,45.829,47.105,22341.51,22856.69,29765.42,7.51
2017-11-01,43.09,44.2,43.48,42.83,16576.57,0.39,0.91,44.852,46.124,47.365,24191.33,22988.05,31531.51,6.22
2017-10-31,42.5,43.3,43.09,42.45,12592.44,0.57,1.34,45.678,46.536,47.756,24819.75,24805.07,33540.66,4.72
2017-10-30,46.1,46.2,42.52,42.5,33196.25,-4.18,-8.95,46.436,47.162,48.212,27308.65,28038.63,37166.21,12.45
2017-10-27,48.1,48.39,46.7,46.6,29311.05,-1.77,-3.65,47.642,47.721,48.987,25735.68,28256.76,41271.41,10.99
2017-10-26,47.5,48.77,48.47,47.5,29280.35,0.86,1.81,47.7,47.856,49.656,23371.87,27940.29,45520.32,10.98
2017-10-25,46.88,47.75,47.61,46.51,19718.65,0.73,1.56,47.396,47.729,50.092,21784.77,27966.75,49768.0,7.39
2017-10-24,48.0,48.08,46.88,46.2,25036.97,-1.67,-3.44,47.394,47.792,50.565,24790.4,30406.99,54008.45,9.39
2017-10-23,47.0,48.59,48.55,46.8,25331.36,1.56,3.32,47.888,48.188,50.859,28768.61,32913.09,56756.62,9.5
2017-10-20,46.39,47.26,46.99,46.39,17492.04,0.04,0.09,47.8,48.209,51.031,30777.84,33854.73,61513.22,6.56
2017-10-19,47.0,48.27,46.95,46.68,21344.81,-0.65,-1.37,48.012,48.38,51.32,32508.7,36674.14,60676.62,8.0
2017-10-18,49.0,50.88,47.6,47.5,34746.8,-1.75,-3.55,48.062,48.605,51.37,34148.73,40074.97,59625.67,13.03
2017-10-17,47.45,50.97,49.35,47.1,44928.06,1.24,2.58,48.19,48.976,51.17,36023.58,42276.25,57897.97,16.85
2017-10-16,47.73,48.99,48.11,46.13,35377.48,0.06,0.12,48.488,49.262,50.685,37057.57,46293.79,55656.65,13.26
2017-10-13,47.63,48.6,48.05,47.54,26146.35,0.85,1.8,48.618,50.252,50.081,36931.61,54286.06,53889.05,9.8
2017-10-12,47.93,48.16,47.2,46.52,29544.95,-1.04,-2.16,48.748,51.456,49.317,40839.59,63100.36,52585.14,11.08
